GeneName	condition
Gm21962	colon_uc_down_day7
Apoa5	colon_uc_down_day7
Ptgfr	colon_uc_down_day7
Mup14	colon_uc_down_day7
Aqp12	colon_uc_down_day7
Utp14b	colon_uc_down_day7
Ankef1	colon_uc_down_day7
Irgc1	colon_uc_down_day7
Scgb2b15	colon_uc_down_day7
Nr1d1	colon_uc_down_day7
Hsd17b14	colon_uc_down_day7
C330021F23Rik	colon_uc_down_day7
Hsd17b2	colon_uc_down_day7
Tmem120b	colon_uc_down_day7
Hist1h3c	colon_uc_down_day7
Gm14288	colon_uc_down_day7
Lingo1	colon_uc_down_day7
Stmnd1	colon_uc_down_day7
Crp	colon_uc_down_day7
Gnat1	colon_uc_down_day7
Amhr2	colon_uc_down_day7
Hephl1	colon_uc_down_day7
Flnc	colon_uc_down_day7
Foxn1	colon_uc_down_day7
Chst11	colon_uc_down_day7
Gm3558	colon_uc_down_day7
H60c	colon_uc_down_day7
Klk1b16	colon_uc_down_day7
Asb16	colon_uc_down_day7
Gm19684	colon_uc_down_day7
Creb3l3	colon_uc_down_day7
Wnt10b	colon_uc_down_day7
Slc26a1	colon_uc_down_day7
Mpz	colon_uc_down_day7
Mettl7a3	colon_uc_down_day7
Klk1b21	colon_uc_down_day7
Sgk2	colon_uc_down_day7
Timp4	colon_uc_down_day7
Bambi	colon_uc_down_day7
A730015C16Rik	colon_uc_down_day7
Nmu	colon_uc_down_day7
Fabp1	colon_uc_down_day7
Slc6a13	colon_uc_down_day7
Gm10197	colon_uc_down_day7
Pla2g3	colon_uc_down_day7
Hes7	colon_uc_down_day7
E130116L18Rik	colon_uc_down_day7
Slc16a8	colon_uc_down_day7
Cidec	colon_uc_down_day7
Adcy8	colon_uc_down_day7
Cdkl1	colon_uc_down_day7
Id1	colon_uc_down_day7
Hist1h4a	colon_uc_down_day7
Prrt4	colon_uc_down_day7
Slc5a4b	colon_uc_down_day7
Gm7879	colon_uc_down_day7
Gpr137c	colon_uc_down_day7
Rbm11	colon_uc_down_day7
Gm3468	colon_uc_down_day7
Pagr1a	colon_uc_down_day7
Cps1	colon_uc_down_day7
Klk1b11	colon_uc_down_day7
Nudt10	colon_uc_down_day7
Gjb4	colon_uc_down_day7
Ccno	colon_uc_down_day7
Cyp2u1	colon_uc_down_day7
Ly6g6c	colon_uc_down_day7
Nr1i3	colon_uc_down_day7
Msx3	colon_uc_down_day7
Zfp781	colon_uc_down_day7
Tal2	colon_uc_down_day7
Hrc	colon_uc_down_day7
Cntnap4	colon_uc_down_day7
Fasl	colon_uc_down_day7
Cyb5r2	colon_uc_down_day7
Uox	colon_uc_down_day7
Fosl1	colon_uc_down_day7
Cpvl	colon_uc_down_day7
St3gal5	colon_uc_down_day7
9130213A22Rik	colon_uc_down_day7
Uty	colon_uc_down_day7
C1ql3	colon_uc_down_day7
Kcna7	colon_uc_down_day7
Gm14444	colon_uc_down_day7
Zic1	colon_uc_down_day7
Apoa4	colon_uc_down_day7
Retn	colon_uc_down_day7
Hist1h2ak	colon_uc_down_day7
Azgp1	colon_uc_down_day7
Gm38392	colon_uc_down_day7
Plcd4	colon_uc_down_day7
Slc38a5	colon_uc_down_day7
Riiad1	colon_uc_down_day7
Paqr9	colon_uc_down_day7
Hist1h2ai	colon_uc_down_day7
Lrrc10b	colon_uc_down_day7
Pon1	colon_uc_down_day7
Plk3	colon_uc_down_day7
Gm3839	colon_uc_down_day7
Mrap	colon_uc_down_day7
Dchs2	colon_uc_down_day7
Rnf207	colon_uc_down_day7
Rbpjl	colon_uc_down_day7
Pcdha7	colon_uc_down_day7
Plac9b	colon_uc_down_day7
Gm10277	colon_uc_down_day7
Sucnr1	colon_uc_down_day7
Slc1a2	colon_uc_down_day7
3110021N24Rik	colon_uc_down_day7
Kcnj13	colon_uc_down_day7
Cldn22	colon_uc_down_day7
Ucp3	colon_uc_down_day7
Gm14419	colon_uc_down_day7
S100g	colon_uc_down_day7
Cfap57	colon_uc_down_day7
Duxbl2	colon_uc_down_day7
Cdk15	colon_uc_down_day7
Rgsl1	colon_uc_down_day7
Mro	colon_uc_down_day7
Gm15737	colon_uc_down_day7
Gm10031	colon_uc_down_day7
Fos	colon_uc_down_day7
Ttll3	colon_uc_down_day7
Nhsl2	colon_uc_down_day7
Rpl3l	colon_uc_down_day7
Slc26a8	colon_uc_down_day7
Lep	colon_uc_down_day7
St6gal2	colon_uc_down_day7
Gm10775	colon_uc_down_day7
