GeneName	condition
Pi15	colon_uc_up_day6
Mefv	colon_uc_up_day6
Sfrp2	colon_uc_up_day6
Trem1	colon_uc_up_day6
Gm6169	colon_uc_up_day6
Gm2564	colon_uc_up_day6
Gpr88	colon_uc_up_day6
Osm	colon_uc_up_day6
Apod	colon_uc_up_day6
Prl2a1	colon_uc_up_day6
Cxcl2	colon_uc_up_day6
Ly9	colon_uc_up_day6
Icam1	colon_uc_up_day6
Lypd3	colon_uc_up_day6
Tnfaip2	colon_uc_up_day6
Sod3	colon_uc_up_day6
Csta1	colon_uc_up_day6
Lat	colon_uc_up_day6
Adamtsl2	colon_uc_up_day6
Slc13a3	colon_uc_up_day6
Cpz	colon_uc_up_day6
Sirpa	colon_uc_up_day6
Card11	colon_uc_up_day6
C1qc	colon_uc_up_day6
Cxcl10	colon_uc_up_day6
Il1rn	colon_uc_up_day6
Batf3	colon_uc_up_day6
C3ar1	colon_uc_up_day6
Irgm2	colon_uc_up_day6
Adgra1	colon_uc_up_day6
Il2rg	colon_uc_up_day6
Masp1	colon_uc_up_day6
Tgtp1	colon_uc_up_day6
Hist1h3a	colon_uc_up_day6
C1rl	colon_uc_up_day6
Syt8	colon_uc_up_day6
Col20a1	colon_uc_up_day6
Acap1	colon_uc_up_day6
Btla	colon_uc_up_day6
Afap1l2	colon_uc_up_day6
Pla2g4f	colon_uc_up_day6
C1ra	colon_uc_up_day6
Has1	colon_uc_up_day6
Diras2	colon_uc_up_day6
Bin2	colon_uc_up_day6
Etnppl	colon_uc_up_day6
Cst6	colon_uc_up_day6
S100a8	colon_uc_up_day6
Arl4c	colon_uc_up_day6
Gm43302	colon_uc_up_day6
Sprr2h	colon_uc_up_day6
Pira2	colon_uc_up_day6
Msc	colon_uc_up_day6
Ankrd1	colon_uc_up_day6
Bcl2a1b	colon_uc_up_day6
Nfe2	colon_uc_up_day6
Ccr4	colon_uc_up_day6
Bcl2a1a	colon_uc_up_day6
Spink1	colon_uc_up_day6
Clec9a	colon_uc_up_day6
C130050O18Rik	colon_uc_up_day6
Col3a1	colon_uc_up_day6
Dkk2	colon_uc_up_day6
C1qa	colon_uc_up_day6
Dmbt1	colon_uc_up_day6
Gml	colon_uc_up_day6
Itgam	colon_uc_up_day6
Aoah	colon_uc_up_day6
Stil	colon_uc_up_day6
Hmox1	colon_uc_up_day6
Fgf10	colon_uc_up_day6
Cd180	colon_uc_up_day6
Gpsm3	colon_uc_up_day6
Gpnmb	colon_uc_up_day6
Wfdc21	colon_uc_up_day6
Mov10	colon_uc_up_day6
Adam12	colon_uc_up_day6
Havcr2	colon_uc_up_day6
Gm3636	colon_uc_up_day6
Ticam2	colon_uc_up_day6
Tcf24	colon_uc_up_day6
Card9	colon_uc_up_day6
Lama1	colon_uc_up_day6
Pla1a	colon_uc_up_day6
Tmem140	colon_uc_up_day6
Serpina3f	colon_uc_up_day6
Ltb4r1	colon_uc_up_day6
Gpr141	colon_uc_up_day6
Sele	colon_uc_up_day6
Cilp	colon_uc_up_day6
BC025446	colon_uc_up_day6
Ugt1a8	colon_uc_up_day6
Ddit4	colon_uc_up_day6
C5ar1	colon_uc_up_day6
Ggt5	colon_uc_up_day6
Mt2	colon_uc_up_day6
Crocc2	colon_uc_up_day6
Rasgrp1	colon_uc_up_day6
Hdc	colon_uc_up_day6
Sirpb1b	colon_uc_up_day6
Cd40	colon_uc_up_day6
Mfap4	colon_uc_up_day6
Adgre1	colon_uc_up_day6
Cxcl9	colon_uc_up_day6
Gm26620	colon_uc_up_day6
Chil1	colon_uc_up_day6
Slc5a9	colon_uc_up_day6
Tlr12	colon_uc_up_day6
Chrna6	colon_uc_up_day6
Ednra	colon_uc_up_day6
Ido1	colon_uc_up_day6
Krt17	colon_uc_up_day6
Slc40a1	colon_uc_up_day6
Apol6	colon_uc_up_day6
Ccl3	colon_uc_up_day6
Kcng4	colon_uc_up_day6
Rpl7a-ps5	colon_uc_up_day6
Chodl	colon_uc_up_day6
Ifng	colon_uc_up_day6
Wdfy4	colon_uc_up_day6
Ak4	colon_uc_up_day6
Il1a	colon_uc_up_day6
Gm9733	colon_uc_up_day6
Prrx2	colon_uc_up_day6
Gm4070	colon_uc_up_day6
Gzmc	colon_uc_up_day6
Ly6d	colon_uc_up_day6
Csf1r	colon_uc_up_day6
Flt3	colon_uc_up_day6
Cd22	colon_uc_up_day6
Klra2	colon_uc_up_day6
Arid3a	colon_uc_up_day6
Lama3	colon_uc_up_day6
Ccl12	colon_uc_up_day6
Olfr56	colon_uc_up_day6
Zmynd15	colon_uc_up_day6
Pcna-ps2	colon_uc_up_day6
Nox1	colon_uc_up_day6
Itih4	colon_uc_up_day6
Cp	colon_uc_up_day6
Hist1h3i	colon_uc_up_day6
Bhlhe22	colon_uc_up_day6
C4b	colon_uc_up_day6
Tex12	colon_uc_up_day6
Ccl17	colon_uc_up_day6
Gm379	colon_uc_up_day6
Cd244	colon_uc_up_day6
Scube3	colon_uc_up_day6
Apln	colon_uc_up_day6
Icos	colon_uc_up_day6
Scimp	colon_uc_up_day6
Cd4	colon_uc_up_day6
Spp1	colon_uc_up_day6
Col5a2	colon_uc_up_day6
Serpina1b	colon_uc_up_day6
Tat	colon_uc_up_day6
Saxo1	colon_uc_up_day6
Fetub	colon_uc_up_day6
Slc11a1	colon_uc_up_day6
Rpl9-ps6	colon_uc_up_day6
Slc4a11	colon_uc_up_day6
Cd209d	colon_uc_up_day6
1700021F05Rik	colon_uc_up_day6
Hist1h2bn	colon_uc_up_day6
Cldn8	colon_uc_up_day6
Bmp8b	colon_uc_up_day6
Plcb2	colon_uc_up_day6
Duxbl3	colon_uc_up_day6
Ccl28	colon_uc_up_day6
Susd3	colon_uc_up_day6
Csgalnact1	colon_uc_up_day6
Klra5	colon_uc_up_day6
Medag	colon_uc_up_day6
Adamts9	colon_uc_up_day6
Hesx1	colon_uc_up_day6
Inhbb	colon_uc_up_day6
Hist1h2ah	colon_uc_up_day6
Il5ra	colon_uc_up_day6
Ctla4	colon_uc_up_day6
Cd226	colon_uc_up_day6
Gdf3	colon_uc_up_day6
C3	colon_uc_up_day6
Cyp7b1	colon_uc_up_day6
Pdpn	colon_uc_up_day6
Kng1	colon_uc_up_day6
F13a1	colon_uc_up_day6
Dmgdh	colon_uc_up_day6
Ypel2	colon_uc_up_day6
Nrros	colon_uc_up_day6
Sectm1a	colon_uc_up_day6
Mfap2	colon_uc_up_day6
Hrh2	colon_uc_up_day6
Mab21l3	colon_uc_up_day6
Hist1h2ap	colon_uc_up_day6
Tecta	colon_uc_up_day6
Tlr8	colon_uc_up_day6
Traf3ip3	colon_uc_up_day6
Krt78	colon_uc_up_day6
Gm3055	colon_uc_up_day6
Dnmt3l	colon_uc_up_day6
Dok2	colon_uc_up_day6
Ocstamp	colon_uc_up_day6
Scara3	colon_uc_up_day6
Osmr	colon_uc_up_day6
Krt80	colon_uc_up_day6
Siglec1	colon_uc_up_day6
Nrap	colon_uc_up_day6
Gbp5	colon_uc_up_day6
1810011H11Rik	colon_uc_up_day6
Gm14548	colon_uc_up_day6
Gm21962	colon_uc_up_day6
Xcl1	colon_uc_up_day6
Acod1	colon_uc_up_day6
Madcam1	colon_uc_up_day6
Mup14	colon_uc_up_day6
Sparc	colon_uc_up_day6
Fabp7	colon_uc_up_day6
Loxl2	colon_uc_up_day6
Gm42417	colon_uc_up_day6
Hist1h2ac	colon_uc_up_day6
Olfml2b	colon_uc_up_day6
Vtn	colon_uc_up_day6
Npy	colon_uc_up_day6
Gm9747	colon_uc_up_day6
Dnah6	colon_uc_up_day6
Gm12185	colon_uc_up_day6
Klra6	colon_uc_up_day6
Tfec	colon_uc_up_day6
Sun3	colon_uc_up_day6
Asic5	colon_uc_up_day6
Nlrp3	colon_uc_up_day6
Arsi	colon_uc_up_day6
Asprv1	colon_uc_up_day6
Rnf183	colon_uc_up_day6
Kndc1	colon_uc_up_day6
Il22	colon_uc_up_day6
Ifi213	colon_uc_up_day6
Gpr84	colon_uc_up_day6
Il12b	colon_uc_up_day6
Clec5a	colon_uc_up_day6
Gbp8	colon_uc_up_day6
Isg15	colon_uc_up_day6
Gm7102	colon_uc_up_day6
Spns3	colon_uc_up_day6
Atp8b4	colon_uc_up_day6
Padi4	colon_uc_up_day6
F5	colon_uc_up_day6
Gm15448	colon_uc_up_day6
Gpr149	colon_uc_up_day6
A530064D06Rik	colon_uc_up_day6
Tgm5	colon_uc_up_day6
Slamf6	colon_uc_up_day6
Nfkbiz	colon_uc_up_day6
Glis1	colon_uc_up_day6
Best1	colon_uc_up_day6
Ntn5	colon_uc_up_day6
Mmp19	colon_uc_up_day6
Lpxn	colon_uc_up_day6
Ctla2a	colon_uc_up_day6
Sit1	colon_uc_up_day6
Lilrb4a	colon_uc_up_day6
Has2	colon_uc_up_day6
Clcn1	colon_uc_up_day6
Garem2	colon_uc_up_day6
Scgb3a1	colon_uc_up_day6
Lgals7	colon_uc_up_day6
Gbp10	colon_uc_up_day6
Nlrp1a	colon_uc_up_day6
Ccdc88b	colon_uc_up_day6
Arl11	colon_uc_up_day6
E130116L18Rik	colon_uc_up_day6
Pdcd1lg2	colon_uc_up_day6
Gm21411	colon_uc_up_day6
Gm3755	colon_uc_up_day6
Cyp2d9	colon_uc_up_day6
Tnfrsf4	colon_uc_up_day6
Hist1h2ab	colon_uc_up_day6
Atg9b	colon_uc_up_day6
Pou2f2	colon_uc_up_day6
Nipal4	colon_uc_up_day6
Hist1h2bk	colon_uc_up_day6
Klra17	colon_uc_up_day6
Cldn14	colon_uc_up_day6
Hsf2bp	colon_uc_up_day6
Mrc1	colon_uc_up_day6
Vcan	colon_uc_up_day6
Cd177	colon_uc_up_day6
Tnfsf11	colon_uc_up_day6
Slc9a9	colon_uc_up_day6
Ccl21b	colon_uc_up_day6
Ccl21c	colon_uc_up_day6
Cep72	colon_uc_up_day6
Cd80	colon_uc_up_day6
Ccl4	colon_uc_up_day6
Barx2	colon_uc_up_day6
Gm2163	colon_uc_up_day6
Gpr176	colon_uc_up_day6
Gm20878	colon_uc_up_day6
Krt5	colon_uc_up_day6
Slamf1	colon_uc_up_day6
F2rl3	colon_uc_up_day6
Adamts12	colon_uc_up_day6
Mzb1	colon_uc_up_day6
Col5a3	colon_uc_up_day6
Pdcd1	colon_uc_up_day6
Tlr7	colon_uc_up_day6
Gm29094	colon_uc_up_day6
Mtnr1a	colon_uc_up_day6
Tmem40	colon_uc_up_day6
Gramd2	colon_uc_up_day6
Psme2b	colon_uc_up_day6
Zfp708	colon_uc_up_day6
Gjb4	colon_uc_up_day6
Col4a2	colon_uc_up_day6
Cma1	colon_uc_up_day6
Cd300ld4	colon_uc_up_day6
Dnah7a	colon_uc_up_day6
Gng8	colon_uc_up_day6
Col4a1	colon_uc_up_day6
Rhoh	colon_uc_up_day6
Ptgs2	colon_uc_up_day6
Casr	colon_uc_up_day6
Prr16	colon_uc_up_day6
I830077J02Rik	colon_uc_up_day6
Hist1h2ao	colon_uc_up_day6
Igfbp2	colon_uc_up_day6
Ccdc65	colon_uc_up_day6
Zbed6	colon_uc_up_day6
A930033H14Rik	colon_uc_up_day6
Hdx	colon_uc_up_day6
Pram1	colon_uc_up_day6
BC106179	colon_uc_up_day6
Trim43b	colon_uc_up_day6
Milr1	colon_uc_up_day6
Plekhs1	colon_uc_up_day6
Rasal1	colon_uc_up_day6
Ffar1	colon_uc_up_day6
Foxs1	colon_uc_up_day6
Stac2	colon_uc_up_day6
Gm9913	colon_uc_up_day6
Bcat1	colon_uc_up_day6
Tslp	colon_uc_up_day6
C1qtnf7	colon_uc_up_day6
Smco1	colon_uc_up_day6
Ispd	colon_uc_up_day6
Nup210l	colon_uc_up_day6
Ms4a1	colon_uc_up_day6
Itga5	colon_uc_up_day6
Tmem71	colon_uc_up_day6
Kcnk13	colon_uc_up_day6
Cryba4	colon_uc_up_day6
Gabrp	colon_uc_up_day6
Gm5819	colon_uc_up_day6
Hist1h3f	colon_uc_up_day6
Iapp	colon_uc_up_day6
Plekha4	colon_uc_up_day6
Pcdha2	colon_uc_up_day6
Xlr4a	colon_uc_up_day6
Zkscan16	colon_uc_up_day6
Iqcg	colon_uc_up_day6
Pcdhga9	colon_uc_up_day6
Pcdha9	colon_uc_up_day6
Slc6a2	colon_uc_up_day6
S100a3	colon_uc_up_day6
Mrc2	colon_uc_up_day6
Stx11	colon_uc_up_day6
R3hdml	colon_uc_up_day6
Palm3	colon_uc_up_day6
Cd200r4	colon_uc_up_day6
Brinp3	colon_uc_up_day6
Hist1h4n	colon_uc_up_day6
Chst3	colon_uc_up_day6
Gm15013	colon_uc_up_day6
Bhmt	colon_uc_up_day6
Xlr4b	colon_uc_up_day6
Hist1h2bq	colon_uc_up_day6
Pla2g4d	colon_uc_up_day6
Pak7	colon_uc_up_day6
Chrna10	colon_uc_up_day6
Gm28051	colon_uc_up_day6
Trim30c	colon_uc_up_day6
Pim2	colon_uc_up_day6
Il13ra2	colon_uc_up_day6
Spata9	colon_uc_up_day6
Rab44	colon_uc_up_day6
Pspn	colon_uc_up_day6
Blk	colon_uc_up_day6
Lipk	colon_uc_up_day6
Gm6377	colon_uc_up_day6
Lta	colon_uc_up_day6
Nxnl2	colon_uc_up_day6
Neil2	colon_uc_up_day6
Adm	colon_uc_up_day6
Zfp750	colon_uc_up_day6
Gm15821	colon_uc_up_day6
Adprhl1	colon_uc_up_day6
Ace3	colon_uc_up_day6
Cd209g	colon_uc_up_day6
Dbp	colon_uc_down_day6
Slc10a2	colon_uc_down_day6
Per2	colon_uc_down_day6
Ugt8a	colon_uc_down_day6
Cyp4b1	colon_uc_down_day6
Ciart	colon_uc_down_day6
Cys1	colon_uc_down_day6
Lpo	colon_uc_down_day6
Cubn	colon_uc_down_day6
Sstr1	colon_uc_down_day6
Fabp2	colon_uc_down_day6
Inmt	colon_uc_down_day6
1700057G04Rik	colon_uc_down_day6
Nxpe2	colon_uc_down_day6
Tef	colon_uc_down_day6
Slc35d1	colon_uc_down_day6
Slc9a3	colon_uc_down_day6
Slc20a1	colon_uc_down_day6
Slc35e3	colon_uc_down_day6
Greb1	colon_uc_down_day6
Fkbp5	colon_uc_down_day6
Fam102a	colon_uc_down_day6
Ank3	colon_uc_down_day6
Myoc	colon_uc_down_day6
Insrr	colon_uc_down_day6
Lrrtm1	colon_uc_down_day6
Fmo2	colon_uc_down_day6
Akr1c21	colon_uc_down_day6
Whrn	colon_uc_down_day6
Per3	colon_uc_down_day6
Naaladl1	colon_uc_down_day6
Bhlhe41	colon_uc_down_day6
Fam43a	colon_uc_down_day6
Sult1a1	colon_uc_down_day6
Mfap3l	colon_uc_down_day6
Rgcc	colon_uc_down_day6
Nr1d2	colon_uc_down_day6
Hlf	colon_uc_down_day6
Lipt2	colon_uc_down_day6
Rasd2	colon_uc_down_day6
Usp2	colon_uc_down_day6
Odf3b	colon_uc_down_day6
Slc22a4	colon_uc_down_day6
Mchr1	colon_uc_down_day6
Cpn1	colon_uc_down_day6
Slc16a11	colon_uc_down_day6
Cyp2c69	colon_uc_down_day6
Ces1g	colon_uc_down_day6
Dnaja4	colon_uc_down_day6
Tspan33	colon_uc_down_day6
Piwil4	colon_uc_down_day6
Ephx1	colon_uc_down_day6
Gpt	colon_uc_down_day6
Akr1b7	colon_uc_down_day6
Hc	colon_uc_down_day6
Cd24a	colon_uc_down_day6
Cmah	colon_uc_down_day6
Coq10b	colon_uc_down_day6
Tppp	colon_uc_down_day6
Apoo	colon_uc_down_day6
Tgm3	colon_uc_down_day6
Slc17a2	colon_uc_down_day6
Grik2	colon_uc_down_day6
Lpar3	colon_uc_down_day6
Spsb4	colon_uc_down_day6
Slc22a12	colon_uc_down_day6
E130208F15Rik	colon_uc_down_day6
Slc16a9	colon_uc_down_day6
Fabp6	colon_uc_down_day6
Hpn	colon_uc_down_day6
Rimkla	colon_uc_down_day6
Car14	colon_uc_down_day6
Ngb	colon_uc_down_day6
Erich5	colon_uc_down_day6
Clca4a	colon_uc_down_day6
Gm20441	colon_uc_down_day6
Tcap	colon_uc_down_day6
Kcne2	colon_uc_down_day6
Fzd9	colon_uc_down_day6
Phospho1	colon_uc_down_day6
Gm2897	colon_uc_down_day6
Scd1	colon_uc_down_day6
Ccdc85b	colon_uc_down_day6
Clps	colon_uc_down_day6
Trpm6	colon_uc_down_day6
Cdo1	colon_uc_down_day6
Serpina3k	colon_uc_down_day6
Pex5l	colon_uc_down_day6
Kcne3	colon_uc_down_day6
Cyp4f15	colon_uc_down_day6
2700097O09Rik	colon_uc_down_day6
Sis	colon_uc_down_day6
Gm5814	colon_uc_down_day6
Mkx	colon_uc_down_day6
Fndc5	colon_uc_down_day6
Dok7	colon_uc_down_day6
Shh	colon_uc_down_day6
Tnfrsf19	colon_uc_down_day6
Hist1h3g	colon_uc_down_day6
Scgb2b17	colon_uc_down_day6
Gpr17	colon_uc_down_day6
Krt84	colon_uc_down_day6
Thrsp	colon_uc_down_day6
Hist1h2an	colon_uc_down_day6
Hsph1	colon_uc_down_day6
2010003K11Rik	colon_uc_down_day6
Rdh7	colon_uc_down_day6
Hist1h3d	colon_uc_down_day6
Nptx1	colon_uc_down_day6
4931440F15Rik	colon_uc_down_day6
Hist1h3b	colon_uc_down_day6
Comp	colon_uc_down_day6
Slc30a10	colon_uc_down_day6
Gm14226	colon_uc_down_day6
Slc37a2	colon_uc_down_day6
Klb	colon_uc_down_day6
Rassf10	colon_uc_down_day6
Plscr2	colon_uc_down_day6
Fam131c	colon_uc_down_day6
Serpind1	colon_uc_down_day6
Gje1	colon_uc_down_day6
Esrrg	colon_uc_down_day6
Ankrd23	colon_uc_down_day6
Spdef	colon_uc_down_day6
Pmp22	colon_uc_down_day6
Abcc2	colon_uc_down_day6
Mptx1	colon_uc_down_day6
Lhx3	colon_uc_down_day6
Lancl3	colon_uc_down_day6
Alox12	colon_uc_down_day6
Hes5	colon_uc_down_day6
Gm10184	colon_uc_down_day6
Pbp2	colon_uc_down_day6
Kcnv2	colon_uc_down_day6
Glt8d2	colon_uc_down_day6
Slc26a3	colon_uc_down_day6
Abca6	colon_uc_down_day6
Pnpla3	colon_uc_down_day6
Etv5	colon_uc_down_day6
Has3	colon_uc_down_day6
Orm1	colon_uc_down_day6
A530016L24Rik	colon_uc_down_day6
Boc	colon_uc_down_day6
Gm17555	colon_uc_down_day6
Atp12a	colon_uc_down_day6
Rbm8a2	colon_uc_down_day6
Mypop	colon_uc_down_day6
Yy2	colon_uc_down_day6
Htr1d	colon_uc_down_day6
Gm44805	colon_uc_down_day6
Gm20708	colon_uc_down_day6
Foxd3	colon_uc_down_day6
Fbp1	colon_uc_down_day6
Tacstd2	colon_uc_down_day6
Lctl	colon_uc_down_day6
Apoa1	colon_uc_down_day6
Apoc3	colon_uc_down_day6
Hist1h2ad	colon_uc_down_day6
Zfp457	colon_uc_down_day6
Gm14308	colon_uc_down_day6
Fam205a3	colon_uc_down_day6
Gm21833	colon_uc_down_day6
Scn4b	colon_uc_down_day6
Apoa5	colon_uc_down_day6
Ptgfr	colon_uc_down_day6
Aqp12	colon_uc_down_day6
Kcnn2	colon_uc_down_day6
Ankef1	colon_uc_down_day6
Irgc1	colon_uc_down_day6
Scgb2b15	colon_uc_down_day6
Nr1d1	colon_uc_down_day6
Hsd17b14	colon_uc_down_day6
Tnfsf15	colon_uc_down_day6
Lin7b	colon_uc_down_day6
Oxtr	colon_uc_down_day6
Ttc30a2	colon_uc_down_day6
Ttc21a	colon_uc_down_day6
Gm14288	colon_uc_down_day6
Gm12166	colon_uc_down_day6
Lingo1	colon_uc_down_day6
Ppp1r1a	colon_uc_down_day6
Stmnd1	colon_uc_down_day6
Crp	colon_uc_down_day6
Gnat1	colon_uc_down_day6
Amhr2	colon_uc_down_day6
Hephl1	colon_uc_down_day6
Tmem35a	colon_uc_down_day6
Flnc	colon_uc_down_day6
Foxn1	colon_uc_down_day6
Sapcd1	colon_uc_down_day6
Chst11	colon_uc_down_day6
Gm3558	colon_uc_down_day6
H60c	colon_uc_down_day6
Klk1b16	colon_uc_down_day6
Asb16	colon_uc_down_day6
Retnla	colon_uc_down_day6
Gm19684	colon_uc_down_day6
Gm17669	colon_uc_down_day6
Wnt10b	colon_uc_down_day6
Slc26a1	colon_uc_down_day6
Mpz	colon_uc_down_day6
Mettl7a3	colon_uc_down_day6
Sgk2	colon_uc_down_day6
Timp4	colon_uc_down_day6
Bambi	colon_uc_down_day6
A730015C16Rik	colon_uc_down_day6
Tacr3	colon_uc_down_day6
Slc6a13	colon_uc_down_day6
Acss3	colon_uc_down_day6
Tdpoz1	colon_uc_down_day6
Hes7	colon_uc_down_day6
Slc16a8	colon_uc_down_day6
Rnf225	colon_uc_down_day6
Zfp583	colon_uc_down_day6
Adcy8	colon_uc_down_day6
Hspa1b	colon_uc_down_day6
Cdkl1	colon_uc_down_day6
Id1	colon_uc_down_day6
Hist1h4a	colon_uc_down_day6
B3galt2	colon_uc_down_day6
Gm7879	colon_uc_down_day6
Gpr137c	colon_uc_down_day6
Gm3468	colon_uc_down_day6
Yjefn3	colon_uc_down_day6
Lmo3	colon_uc_down_day6
Pagr1a	colon_uc_down_day6
Dnah7c	colon_uc_down_day6
Cps1	colon_uc_down_day6
Klk1b11	colon_uc_down_day6
Nudt10	colon_uc_down_day6
Cyp2u1	colon_uc_down_day6
Hhatl	colon_uc_down_day6
Ly6g6c	colon_uc_down_day6
Pde6a	colon_uc_down_day6
Nr1i3	colon_uc_down_day6
Taf4	colon_uc_down_day6
Msx3	colon_uc_down_day6
Omg	colon_uc_down_day6
Zfp781	colon_uc_down_day6
Tal2	colon_uc_down_day6
Nat8l	colon_uc_down_day6
Park2	colon_uc_down_day6
Prrt2	colon_uc_down_day6
Mme	colon_uc_down_day6
Fasl	colon_uc_down_day6
Cyb5r2	colon_uc_down_day6
Uox	colon_uc_down_day6
Fosl1	colon_uc_down_day6
Hoxc11	colon_uc_down_day6
Cpvl	colon_uc_down_day6
Esrrb	colon_uc_down_day6
Tff2	colon_uc_down_day6
Tceal6	colon_uc_down_day6
Slc29a2	colon_uc_down_day6
St3gal5	colon_uc_down_day6
9130213A22Rik	colon_uc_down_day6
Uty	colon_uc_down_day6
Id4	colon_uc_down_day6
Zic1	colon_uc_down_day6
Pcdha12	colon_uc_down_day6
Pla2g4b	colon_uc_down_day6
Apoa4	colon_uc_down_day6
Retn	colon_uc_down_day6
Nat8f2	colon_uc_down_day6
Spag1	colon_uc_down_day6
Dusp14	colon_uc_down_day6
Hist1h2ak	colon_uc_down_day6
Azgp1	colon_uc_down_day6
Klra1	colon_uc_down_day6
Dnhd1	colon_uc_down_day6
Duxbl1	colon_uc_down_day6
Riiad1	colon_uc_down_day6
Paqr9	colon_uc_down_day6
Lrrc10b	colon_uc_down_day6
Pon1	colon_uc_down_day6
Plk3	colon_uc_down_day6
Gm3839	colon_uc_down_day6
Neu2	colon_uc_down_day6
Mrap	colon_uc_down_day6
Lrrn4cl	colon_uc_down_day6
Dchs2	colon_uc_down_day6
Rnf207	colon_uc_down_day6
Pcdha7	colon_uc_down_day6
Ptchd1	colon_uc_down_day6
Tekt1	colon_uc_down_day6
Plac9b	colon_uc_down_day6
Gm10277	colon_uc_down_day6
Sucnr1	colon_uc_down_day6
Zfp286	colon_uc_down_day6
3110021N24Rik	colon_uc_down_day6
Cldn22	colon_uc_down_day6
Ucp3	colon_uc_down_day6
F930015N05Rik	colon_uc_down_day6
Gm14419	colon_uc_down_day6
S100g	colon_uc_down_day6
Duxbl2	colon_uc_down_day6
Cdk15	colon_uc_down_day6
Rgsl1	colon_uc_down_day6
Mro	colon_uc_down_day6
Wdr17	colon_uc_down_day6
Gm10031	colon_uc_down_day6
Fos	colon_uc_down_day6
Ttll3	colon_uc_down_day6
B430218F22Rik	colon_uc_down_day6
Gm8909	colon_uc_down_day6
Gm20521	colon_uc_down_day6
Rpl3l	colon_uc_down_day6
Slc26a8	colon_uc_down_day6
Lep	colon_uc_down_day6
C9	colon_uc_down_day6
Gm10775	colon_uc_down_day6
Cemip	colon_uc_up_day7
Tnip3	colon_uc_up_day7
Il4ra	colon_uc_up_day7
Sval1	colon_uc_up_day7
Il11	colon_uc_up_day7
Mmp10	colon_uc_up_day7
Mmp3	colon_uc_up_day7
Prss22	colon_uc_up_day7
Il1r2	colon_uc_up_day7
Cyp1b1	colon_uc_up_day7
Mfsd2a	colon_uc_up_day7
Mcpt2	colon_uc_up_day7
A2m	colon_uc_up_day7
Gfap	colon_uc_up_day7
Adamts4	colon_uc_up_day7
Mmp13	colon_uc_up_day7
Chrdl2	colon_uc_up_day7
Lbp	colon_uc_up_day7
Mcpt1	colon_uc_up_day7
Kng2	colon_uc_up_day7
Selp	colon_uc_up_day7
Csf3	colon_uc_up_day7
Lcn2	colon_uc_up_day7
Tmem173	colon_uc_up_day7
Tifab	colon_uc_up_day7
Duoxa2	colon_uc_up_day7
Ms4a4c	colon_uc_up_day7
Il6	colon_uc_up_day7
Spon2	colon_uc_up_day7
Lgals2	colon_uc_up_day7
Ccr2	colon_uc_up_day7
Csf2rb	colon_uc_up_day7
Ltf	colon_uc_up_day7
Zbp1	colon_uc_up_day7
Prnd	colon_uc_up_day7
Timp1	colon_uc_up_day7
Slfn2	colon_uc_up_day7
Ly6g	colon_uc_up_day7
Trim15	colon_uc_up_day7
Duoxa1	colon_uc_up_day7
Mmp8	colon_uc_up_day7
Gm14137	colon_uc_up_day7
Nos2	colon_uc_up_day7
Sirpb1c	colon_uc_up_day7
Reg3g	colon_uc_up_day7
Adgrf1	colon_uc_up_day7
Ccl8	colon_uc_up_day7
Serpina3m	colon_uc_up_day7
Coro1a	colon_uc_up_day7
Cd300a	colon_uc_up_day7
Ciita	colon_uc_up_day7
Slfn1	colon_uc_up_day7
Tnf	colon_uc_up_day7
Myo1g	colon_uc_up_day7
Cxcl1	colon_uc_up_day7
Retnlg	colon_uc_up_day7
Irf5	colon_uc_up_day7
Socs3	colon_uc_up_day7
Themis2	colon_uc_up_day7
Sprr2a3	colon_uc_up_day7
Il10ra	colon_uc_up_day7
Cpxm1	colon_uc_up_day7
Myl7	colon_uc_up_day7
Igsf6	colon_uc_up_day7
Cd300lb	colon_uc_up_day7
Cxcl5	colon_uc_up_day7
Lag3	colon_uc_up_day7
Sla	colon_uc_up_day7
Cyth4	colon_uc_up_day7
Steap4	colon_uc_up_day7
Lrg1	colon_uc_up_day7
Serpina3n	colon_uc_up_day7
Nfil3	colon_uc_up_day7
Lst1	colon_uc_up_day7
Gstp3	colon_uc_up_day7
Ptx3	colon_uc_up_day7
Saa3	colon_uc_up_day7
Cd300c2	colon_uc_up_day7
Ly6a	colon_uc_up_day7
Cd52	colon_uc_up_day7
Fcgr4	colon_uc_up_day7
Lcp1	colon_uc_up_day7
Stom	colon_uc_up_day7
Ncf1	colon_uc_up_day7
Nt5c1a	colon_uc_up_day7
Clca4b	colon_uc_up_day7
Abcg1	colon_uc_up_day7
Arhgap25	colon_uc_up_day7
Igfbp5	colon_uc_up_day7
Parvg	colon_uc_up_day7
Duox2	colon_uc_up_day7
Rasl11a	colon_uc_up_day7
Trim29	colon_uc_up_day7
Tyrobp	colon_uc_up_day7
Ccr5	colon_uc_up_day7
H2-Aa	colon_uc_up_day7
Mmp25	colon_uc_up_day7
Cpn2	colon_uc_up_day7
Il18bp	colon_uc_up_day7
Myo1f	colon_uc_up_day7
Tnfaip8l2	colon_uc_up_day7
Alpl	colon_uc_up_day7
Pappa2	colon_uc_up_day7
Ptprc	colon_uc_up_day7
Pla2g5	colon_uc_up_day7
Ren1	colon_uc_up_day7
Csf2rb2	colon_uc_up_day7
F10	colon_uc_up_day7
Ms4a18	colon_uc_up_day7
Fxyd5	colon_uc_up_day7
Gm5431	colon_uc_up_day7
